Great phone!,So i get this phone for my wifes birthday and its supposed to be a unlocked tmobile phone.....give it to her turn it on and wham needs a network unlock code...super lame that its not unlocked like advertised. Im waiting to be contacted by the seller to fix problem. I will update all with what they do to make things right.Update: the customer service was awsome they fix my problem overnight. So i would order from them again. The phone i got was top notch,2019年11月21日 在美国审核,2
(Works Great)/ Does have Cosmetic Damage,"After Evaluation over some monthsLikes: Phone is fast. Battery life is great used for 3 days off one charge. All the ports work properly. S pen functional and work fine. Phone calls sound clear and mic works fine. Camera is Great. Phone was compatible for my (Sim Card) that I recieved from tmobile. Also It had Tmobile programmed in it but it is unlocked so I would assume any Sim should work...Dislikes: Phone has cosmetic damages. Minor scrapes along edges could be due to usage or previous maintenance. Screen is new however there was a very small indentation in it (No Scratches Though). ""Product is renewed so its not served in an original package with original accessories. Instead it has an off brand charger, used off brand headphones, and off brand charger base.""If you don't plan on buying a case and want a brand new phone for the look of a brand new phone I wouldn't recommend this, but if you are in need of a phone for a cheaper price, with great functionality, and plan on buying a case, I would recommend you checking this product out.",2019年11月18日 在美国审核,0
Just like new,"I know Amazon does not say which seller you bought from, so I'll say I bought my renewed Galaxy Note 9 from Re-Cell and I 1000% recommend to buy from them! I was very hesitant to buy a renewed phone, especially from Amazon where it's such a mixed bag. I'm glad to say I'm pleasantly surprised! I couldn't even tell the phone was ever used except for the fact that it was turned on in the box when I first opened it. The box itself was honestly impressive, it looked exactly like the galaxy note 9 box but with the seller's logo instead of Samsung's. I should also mention that it is listed as a Verizon unlocked phone, but came unlocked for all carriers!In terms of the phone, there were no scratches, dents or anything of the like. Everything is fully functional. The S-pen is the original Samsung one. No problems with call quality, wifi connectivity, etc. The charger isn't the original, but again looks like a replica of the original. I had a bit of an issue with getting the charger to fast charge the phone, every few minutes the screen would light up as it would stop and then start charging again. However, I have a few other fast charging adapters and cables, so this wasn't a big deal. The seller even included headphones! Nothing amazing, but enough to go above and beyond the Amazon listing.Again, I bought this phone from Re-Cell and can't verify the condition of the device you would get from another seller. But with the money back guarantee, I would recommend buying this phone and returning it if the condition is bad. You really can't beat the price.",2020年1月16日 在美国审核,2
Works like new to me.,My refurbished phone looks and works great. Like new to me. I saved so much off the price of a new phone. Comes with a 90 day money back guarantee. Can't beat all of that.,2018年11月26日 在美国审核,2
Nice phone only a few minor problems,"**UPDATE 3-16-2020**Phone recently updated to Android 10 and it has gone south. I can charge the battery to 100% and go to bed, when I wake up 8 hours later the battery will be drained 25% or more. I found that if I leave wifi OFF it will only drain 5% overnight. So for some reason wifi now causes the battery life to shorten considerably.With only a 90 day warranty on the ""renewed"" phones, I am out of luck for repair 10 months after purchasing the phone.**ORIGINAL 4 STAR REVIEW** I bought a ""Renewed"" phone from Seller CellGuru. It arrived before the date originally quoted on the order. All i got was a phone and a charger. The battery was at 18% upon arrival so I plugged it into the included charger and went out for the night. When I returned more than 5 hours later, the battery was at 24% so I was shocked. I messaged Amazon and after a little troubleshooting, it appears the charger is defective. They gave me a credit to buy a new charger on Amazon and all is good.The screen does have VERY minor scratches which are visible only at certain angles in sunlight, so it's not 100% renewed.I had to take the phone to Verizon to get a new sim card because I was upgrading from a Note 4 with a much larger sim card. They gave me a new sim card in minutes, plugged it in for me and it was good to go! The guy at Verizon told me they can also give me insurance on the phone but I passed.The only thing that scared me was before I got the sim card, I used the phone on wi-fi to transfer all of my apps and such over. I opened Google chrome and it went directly to a Sprint home page. So, after seeing that I was afraid it was going to be locked to Sprint but it wasn't. It must have been a Sprint phone before being unlocked.The only reason I took off a star was because of the little scratches on the screen and the shoddy charger.I will update my review if things turn south with the phone in my 90 warranty period.If you found this review helpful, please click the button below. Thanks!",2019年5月20日 在美国审核,0
Great for the price,"got this phone on Tuesday and haven't had any issues yet. the phone has no dents or scratches which is good. phone came in orginal box with orginal booklet, charger, cable, and tool to install mini SD card. reading some other reviews I was surprised I got some of the orginal stuff but that makes it even better. The phone was unlocked just as described and worked with my Verizon Sim card from my S8. Very nice phone.",2018年12月22日 在美国审核,2
"Charging port doesn't insert phone, not original type c charger, phone turns off at 14%","The phone wasn't in it's original box ""Samsung"", the charger wasn't the original one, it didn't come with the plastic new phones come to be protected from scratches, and the phone was also power on. The area you insert to charge the phone is a little off, in the sense of that the type C cable would not stay inside to charge the phone. You have to insert it very hard and even with that, the phone notifies me that it's not properly charging. I shouldn't have to insert the cable that roughly because no Samsung ever required that. The phone takes forever to charge, I put my phone to charge 12am it's 5:55am on a dec 6, 2019 and it has charged to 84%. The phone is nice and easy to maneuver but it has a flaw in the charging port area. The battery is also flaky because the phone turns off at 14%. This has been a huge disappointment and expensive mistake. I am returning the device.New update: I reached out to the third party selling this item for a refund. They never responded so I had to contact amazon and file a report with them. Amazon try reaching out to them and the third party didn’t comply. Amazon had to pay me back for the money that these people owed me. Do not buy anything from them.",2019年12月6日 在美国审核,0
Perfect,Perfect condition second time I ordered a refurbished phone. Im completely satisfied. It's been a week so far and I can clearly say that this phone is awesome. I'm so glad I decided to order this phone off of Amazon. To all the questionable people. Don't question yourself buy the phone,2019年11月14日 在美国审核,2
They dont check the phones before they "verify" them,Recieved phone but its locked and cant use it. Now I have to spend time returing this phone and awaiting my refund so I can purchase a new phone. Careless quality control from the seller.,2019年12月18日 在美国审核,2
Note 9 honest review,"I generally don't add reviews on products, but the reviews of others helped me make this purchase so I am paying it forward. First, I highly recommend you check the seller before buying and making sure they have a high rate of positive reviews and low rate/if any negative reviews. Also make sure they adhere to Amazons return policy, I saw a seller or two with additional hoops they add on top of the return policy, and I wasn't trying to bother with that noise. I purchased my Note 9 from CR Daily Deals. So far about 2 weeks after purchasing I am pretty satisfied with the phone. I previously had a Samsung Note 5 and the upgrade to the Note 9 was pretty nice. The biggest change between them being the battery life, the Note 9 lasts me from 6:30am to about 10pm and is about 50% battery life, its really nice not being tethered to a wall every few hours. I received only the Phone itself and a generic charger block and wire. No stylus nibs or extractor, biggest pain is no SIM card key, which also happens to be where the SD card is located. Thankfully 128gb is plenty for me for the foreseeable future of my use on this phone. Very easily got the phone activated on Verizon with a 5 minute store trip, and then using the Smart Switch app was able to move over literally everything from previous phone. At this point, putting both phones next to each other, you would only be able to notice a difference in the phone itself otherwise all my apps, photos, folders, etc. are exactly where they were on my previous phone. So far, no complaints on how the phone works (aside from small things I need to get used to), and no issues with the performance of the phone. The phone did also have a screen protector already installed on it, however it was almost 100% from previous owner not the seller and it does not cover the curvature of the screen. Literally just this morning I noticed there is a slight chipping to the edge of the protector, I highly recommend getting a protector that actually covers the entirety of the screen, that is my next purchase.<br>Overall, if you are somewhat hesitant to make the purchase, I will let you know so was I. Thankfully it ended up being a great purchase and I would recommend the seller CR Daily Deals or GoOverstock.com from the sellers I have seen. You are also covered by a solid return policy, but here's to hoping that will be unnecessary. Good luck out there!</br>",2019年8月27日 在美国审核,0
Great phone,"So far I have really enjoyed it. The videos as great. Much clearer than my previous phone. Same with photos. The voice to text/email is great although it doesn't always translate what I say correctly. The amount of memory is the best. I haven't run low on memory space, nor do I think I will anytime soon. Runs quickly too. Works just fine with mt Metro PCS account. Super easy to transfer my data and contacts as well. Came with a nice set of ear buds, something I wasn't expecting. Overall I'm very happy with the purchase.",2019年10月16日 在美国审核,0
NOT factory unlocked,"I received my phone and it flashed a Spectrum logo and asked for a network unlock code. This is not what the listing says, nor is it what I intended to purchase.",2019年4月4日 在美国审核,0
"No earphones, instructions, or retail packaging. But the phone was flawless. Totally worth it.","No wonder this is known to be the king of smartphones! I got a refurbished phone but it arrived absolutely flawless. Not a single flaw I could find and I actually looked! It arrived on the 2nd day I purchased it. It did not have the original packaging nor did it come with any paperwork or manuals, but it came with everything you need. No earphones either but that's not a necessity for me. If you want to save money (like more than a couple hundred) get the refurbished one... because the phone itself with show up brand new.",2019年2月6日 在美国审核,2
Works perfect with Metro PCS,"I have nothing but good things to say about my purchase. I got one for me and one for my wife. My carrier is MetroPcs, phones were unlocked and with all its parts included. Best buy of 2018. Phones are working perfectly so far.",2018年12月31日 在美国审核,2
Great phone but you may need to buy a couple,"**Update**<br>The phone would not not connect to Sprint 4G. Samsung acknowledged that there is a software problem due to the merger of Sprint and Tmobile and they are not compatible with Sprint at the moment. Had to file an A-to-Z claim with O'Crack because they never refunded me after returning the phone.I ended up buying a few of these phones and returning the one I didn't want. The first one I received from Digital Age USA and had a screen protector on it, and a small gash. It was obviously a pre-owned phone that they were trying to pawn off as a reconditioned phone. If you receive a phone with a screen protector remove it immediately and check the screen, most of the time they are trying to hide screen burn or scratches. The second phone I received was from O'Crack and was like night and day, it was like a brand new phone. I am so glad I purchased the second one because I was starting to think that that was the quality of phones from this listing. The return went seamlessly and I was refunded my money within about a week. The phone itself is amazing, I've used the phone all day and still cannot drain the battery completely. The camera is very impressive in low light settings. I'm very happy with my purchase and it would recommend it.</br>",2020年10月11日 在美国审核,2
Worked with Verizon SIM,Everything was perfect came with the Samsung genuine charger and the original S-Pen and worked great. Just inserted my already activated Verizon SIM card from my old phone and worked immediately. I bought the 128GB version and actually received the 512GB version instead.,2019年11月17日 在美国审核,1
"It's  awsome,galaxy note 9","I LIKE THE GALAXY NOTE 9, IT LOOKED BRAND NEW , WORKING GREAT, THANK YOU, THE ONLYISSUE I HAD WAS THE CHARGER WAS NO GOOD, BUT GOT A NEW CHARGER AND THE PHONE IS AWSOME, ITS WORTH 5 STARS. I AM A HAPPY CUSTOMER",2019年10月2日 在美国审核,2
Worth it!,I bought it when my samsung s8 plus went dead suddenly.I didnt want to spend more on phone but ad was already useing high end phone from samsung it was difficult for me to use a midrange phone with compromised quality.Then I saw on youtube its better to go for a old flagship model rather than buying current mid range.I searched and got this samsung note 9 option on amazon.you tube vloggers highly recommended this buying it from here. I was not sure but wanted to risk it as the price was low and there was 90 day return policy.its 1 and half month since i bought samsung note 9 (unlocked) phone.Its running super smoothly .The condition of phone wasnt bad atall.The stylus pen working excellent.Camera is awesome.Guys overall i am very satisfied.The only thing which is a little disappointing is that the protective tampered glass coverings that are available for this phone is awful .Their touch sensitivity is so bad literally you have to struggle to type a message.I just ripped it off from my phone and now its all good.,2020年11月19日 在美国审核,0
Phone definitely did not "look like new" as indicated in the product description,"I get it, it's a refurbished phone. I wasn't expecting it to be perfect. When mine arrived today, from ""Axe Wireless"", I looked at it, and roughly 30 seconds later I was sealing the box back up. It was badly scratched all along the left edge of the phone. The product description reads, ""...has been tested and certified to work and look like new, with minimal to no signs of wear."" This was DEFINITELY not the case. Very disappointed. Came with an HTC charger and zero other accessories. Not worth the savings.",2019年1月11日 在美国审核,0
I admit I was a bit hesitant - I do not regret this purchase.,"I will admit I was a little hesitant on picking up a ""Renewed"" phone, I wasn't sure what to expect. I purchased the Midnight Black Note 9 from DNCL-TECHZONE, INC and so far I could not be more happy.<br>The phone came secured in an unmarked white box inside the Amazon package with a charger brick and a cable, I already knew this from the description and previous comments/reviews so this was not a surprise, I have headphones and other chargers so this was not a factor.My first impression out of the box - cosmeticallythe phone is absolutely flawless, no scratches anywhere, screen is perfectly fine. It even had what appeared as a form fitting protective plastic film along the top protecting the SIM card tray and the bottom where the speaker, charging port and S-Pen is located. The phone booted up fast, it guided me through the setup just like a brand new phone. Since the battery was down to 18% I charged it, again no issues at all. Full charge to 100% took about 2 hours, 20 minutes, (I'll probably pick up a fast charger at a later date.)Now coming from iPhone/ iOS the Android system is completely new to me and a slight learning curve, but a fun one. It did need a software update, it looks like the update from Aug. 2019 that adds Night photo mode, new user interface, other new features to the Android system. The update installed without any problems. Opening multiple apps, working with split screen, playing with the S-Pen, the phone is super fast, no apps - or phone crashed.I was working initially via WiFi with downloading apps, connecting email accounts, etc. A slight concern that I had was - would my Verizon SIM card on my iPhone work on the Note 9? (I've seen some posts that SIM cards have slight issues when swapped) For me, it worked without a problem, the Note immediately showed the device as a Verizon connected phone. Some of my contacts both iPhone and Android users transferred from my iPhone over to the Note 9, not all of them though - not quite sure why, I just assume that's a Verizon setting perhaps, not a big deal. Text messages worked fine, phone call quality is great. Adding the 128GB Micro SD - same area where the SIM card is located - immediately bumping this to a 256GB phone is also a beautiful thing!So far so good. I'm very happy with this purchase. I do recommend this seller.</br>",2019年10月23日 在美国审核,0
Straight Talk Verizon works,"Note 9 looks great, no scratches or dents!Samsung Adaptive fast charger included.Supplied cord won't fast charge though.Used a different cord and the Note 9 fast charges.Put a Straight Talk Verizon SIM card in and it worked immediately.Will report back when I test the battery life.The phone shows 100% on battery status.No bloatware and boots to a Samsung screen instead of a network.Probably an unlocked version from Samsung.",2019年12月5日 在美国审核,0
Not all sellers are the same..,"Wowza!! Okay after reading a few bad reviews I was kinda scared that I might've gotten one of those beat up phones that was all scratched up and everything.Item came in just a plain white box so the presentation was starting to get me worried.Opened it up and all that came with it was a generic charger and the phone itself so by now I'm thinking to myself yep should've stayed away after reading the bad reviews.Onto the main item the phone.After fully examining the phone for a good half n hour...GOD DAMN not a single scratch, scuff mark anywhere.The phone is beautiful.And yes the phone came with the pen lol.The bad reviews might be from different sellers so not all sellers are the same.I've got this note9 from Electronic Deals for $600 with prime shipping.For now I say this phone is a great deal for the price.I will give it another update after a month or so just to see how the hardware, charging, battery, etc should suppose to be running.",2019年2月2日 在美国审核,2
This Note 9 looks and performs like a new phone!,"Since I am a Medical Caregiver, I need to jot down notes regarding my Patientto read to the Doctors, Nurses etc.When I discovered this Flagship Samsung Note9 (Renewed), I immediately ordered it.What a wonderful surprise when I opened the box and the phone looked brand new. After I set it up, there were 6 monthly security updates. This phone has Android 10, UI 2.5.The phone is very fast, no lagging and even with constant use, the battery lastsuntil 10pm and stillhas 40 percent left.The screen is very sharp and clear. The brightness have 1,100 Nits maximum brightness so I can read the screen well even in direct sunlight.I use the S-Pen feature all day, I jot down Notes and keep updates on my Patient easily in Samsung Notes.The phone is not bulky or heavy, it is very slim and the perfect size of 6.4"".After all my apps were installed, I still have 107 GB Internal Storage left.I placed an 400 GB SD Card for my PDF EBOOKS, Pictures, Videos and Files.* I called AT&amp;T and they activated my new Blue and White SIM Card, the Customer Service Representative told me that this AT&amp;T Phone was unlocked and I can use it on any GSM Network.My Data Notification shows 5Ge and I get very fast data and it has a Hotspot for other Devices. I have the 30 Dollar Prepaid Monthly Plan with AT&amp;T with 5GB of Data, Unlimited Calling and Texting. And it will work well in 2022 and beyond.I'm very happy with my like new Samsung Note9 Phone.Highly recommended.",2021年5月4日 在美国审核,1
What a steal at $370 (Bought from Mobile Spree),"PREFACE: I purchased my phone from the Vendor Mobile Spree because I saw the reviews and nobody mentioned who they bought it from which made it difficult to find who was iffy with their Note 9 renewed versions so I had to do some researching. I found Mobile Spree with 9,000+ reviews with a rating thats almost 5 stars, so I went with that vendor so this is a review of Mobile Spree's Renewed Note 9.Review: Mobile Spree phone IS FACTORY UNLOCKED. I used the phone to use with Boost Mobile which means it also works with Sprint. So far its been a great Note 9. It looks almost brand new and works so much faster than my old S7 that I bought new for $600 which is insane to think I paid more for my S7 than I did for a Note 9, $370, THAT WAS 1000 dollars just last year. I didn't set my expectations so high since I knew this was a used phone, not refurbished its a used phone. There was some scratches on the edge of the screen thats like 1 mm long that looks like someone lightly scratched it against a wall or a concrete floor but it is not noticeable when the phone is on. You have to put your face against the phone and look at it in an angle. This was expected of a used phone so its not problem since I got a plastic film screen protector and I can't see the scratch at all anymore even actively looking for it. As for my BIGGEST concern with buying the phone is the battery life and if it would be horrible. I tested it and found it to have 3,600mAh capacity down from the 4,000mAh factory capacity which is great thats 90% of the battery life remaining after 1 year being used. Its so much better than my S7 which only had 57% capacity of its battery left after 3 years of poor battery usage (letting the battery go to 0%, leaving it plugged in over night, charging to 100% all the time, etc) A tip to prolong your battery life is to charge from a low 40% to about 60-70% and you'll keep your battery healthy for almost triple what it would be if you charged to 100% or left your phone plugged charging all night.My disappointment is the fact that the phone didn't come with a ""good"" charger, it came with a generic cord and generic AC adapter not a fast charging adapter. This was expected since the description said it probably wouldn't come with the factor accessories but I still wanted a somewhat good charger. I ended up just buying an Anker AC plug and USB-C cord.",2019年12月11日 在美国审核,2
Pristine Note 9 factory unlocked,"Hybrid IT sent me exactly what I ordered-a lavender note 9 factory unlocked. It was in pristine condition with no scratches or dings. The set-up wizard worked just like a brand new phone. The clarity on phone is great and the multi-function pen is great!!! I've owned a Note II, a Note 4 and now a gorgeous Note 9.I had no issues transferring data between my Note 4 and the new phone. I used Smart Swich and it worked great.I initially had an issue with Straightalk person who couldn't figure out how to set up a phone that hadn't been purchased through ST. I finally gave up, panicked a little, then called back and a supervisor answered. He had no problem confirming the IMEI, adding new phone to my account and moving phone number to new phone.It took about 10 minutes on phone and less than 5 minutes after hanging up, my new phone was fully activated.I'm even getting a better cell signal probably due to a newer modem in the phone.Mine is a SM-960U which is the factory unlocked version.I won't hesitate to buy through Hybrid IT again because of their quick response to questions I had, the pristine phone I received and the fact that phone arrived 3 days earlier than expected.Be sure to check all sellers when looking for a refurbished phone since Hybrid IT may be on the additional sellers listed.I would have missed them ifI hadn't looked at all sellers, read reviews and read the description of the seller's company.I bought a nice Spigen case that matches the lavender to protect the glass back these phones have.",2020年9月3日 在美国审核,2
DO NOT BUY A NEW PHONE ON AMAZON,"Well, received my phone. It's supposedly 'factory unlocked' meaning it should have compatibility with all carriers. Nope, it's not compatible with Verizon-the only carrier that provides service in my area.It came with a charger that doesn't even fit the device!So now I have a beautiful phone with which I cannot make calls or send texts or get online in a timely manner--unless I'm downtown. Which I'm not. Ever.So yay for throwing away a cool $700!",2019年1月25日 在美国审核,0
Shocked,"You know... I was on the fence about getting this. There are so many deals from private sellers locally but I thought well it is prime and can be returned so despite some of the awful reviews I went ahead and bought it. Best decision I have made in a long time. I am shocked. I am a tech guy and this phone is perfect. The battery health is at 97 percent. Not a single scratch on either side (I looked with Intense lighting) and every single component (wifi, Bluetooth, speakers, you name it) all work perfectly. I honestly feel like this phone was used maybe once and returned. Even the s-pen has full charge capacity. I could not be more satisfied. I will continue purchasing from this seller in the future!",2021年5月27日 在美国审核,2
Wonderful - but make sure you choose the right seller,"I've never purchased a renewed phone and wasn't sure what to expect. Most of these phones are sold by multiple sellers - and you can see their ratings on Amazon. I paid a little bit more (literally pennies more) to get it from Hybrid IT and I'm so glad I did. When I got the phone it looked new (no scratches or anything) but the sent the wrong version and the S-pen wasn't working. I was really mad and left a mean review but literally first thing the next morning Mark from Hybrid IT called and made sure I got a replacement by 1 day air. The replacement phone is perfect, and the seller's service was above and beyond my expectations - they could not have been nicer even when I was being a bit of a jerk.So by all means try a renewed phone, you'll pay a fraction of the new price. Just make sure you buy it from a seller with high ratings. I'm biased but I would strongly recommend Hybrid IT. They're a class act.",2020年8月26日 在美国审核,2
Its AT@T and can't get into Verizon,I would of give em a 5 stars if it were factory unlocked like they stated,2018年12月27日 在美国审核,0
"If you think it isn't unlocked, read this first.","If you think your phone is not unlocked and still on Verizon, read this. Mine was like this and came with the Verizon start up screens, apps and a message saying ""Verizon SIM not inserted"", it was driving me crazy. After completing about 3 or 4 system updates, over about 30 minutes or so, it started booting up with the T-Mobile screen as per my SIM card. So, after all the updates the original carrier branding is gone and the current carrier info is there. Other than that, the phone looks like brand new and it was shipped quickly. So far, very pleased.",2019年11月27日 在美国审核,2
I would definitely recommend this phone as well as the the seller.,"This phone is a great buy for me.I don’t do contracts through the phone providers.After researching for about a week between the new S10, S20, &amp; Note 10 verse the S9 Note 8, &amp; Note 9; this was by far the best buy for the price and functionality.It came within two days, and was a new phone with the fast charger (basic necessities only).Transferred all my information easily from my old Galaxy S5.I have not set up the face recognition yet, I didn’t buy the case and screen protector until after I was sure the phone was indeed what was advertised.Battery life seems to be great so far.A great price for a Samsung phone made within the past 6 - 9 months.I would definitely recommend this phone as well as the the seller.The phone was exactly the same as advertised with no hassles, &amp; no delays in the order.",2020年3月22日 在美国审核,1
Seems like a brand new phone. Seller was Edge Cellular.,I was very hesitant about buying my refurbished Note 9 after reading all the reviews here. Saying that i decided to not buy the cheapest option and instead got my phone from the seller Edge Cellullar. They had a very good rating from a higher number of total ratings so decide to go with them. It was about $25 more but i could not be more happy.The phone i got is so perfect it makes me think they sent a brand new phone. It is a normal factory unlocked phone with no carrier apps. When i turned it on it was exactly like any other brand new unlocked phone i have bought before with the stock android UI.It also came with a brand new samsung charger and usb-c cable and the data migration plug. It even came with some earbuds even though it says right in the description those are not included. I did not rate the battery life as i just got the phone but otherwise im ecstatic with it so far.,2020年1月28日 在美国审核,1
Great upgrade from S5,"Received 5/31/19. Writing 6/3/19.Package included an unlocked 512gb Note 9, USB C cable, and a weird low voltage charger. That charger may or may not be normal specs for a new Note 9 but I expected a fast charge adapter.Connected without issue to Google Fi network with a new sim card.For the phone itself, I can't compare to current generation cell phones. Against my Samsung S5 the Note 9 replaced, feels like an entirely different piece of technology after the Android 9 improvements, processor &amp; memory upgrades.The stylus is fun to play with. I like to scribble and love the idea of taking ad-hoc notes without needing to search for paper. Time will tell if it becomes a tool for me, or gimmick.Coming from 16gb to 512gb is like moving out of a studio apartment into a mansion. I'll figure out a way to use up all the space, but right now it's damn roomy.I have a hard time justifying the price, even in the low $600's, when there are brand new phones for hundreds less. Not to say it isn't worth it, comparatively.If you are struggling to make the leap and do nothing more than make calls, text your grandchildren cryptic half messages that make them worried you're having a stroke, and play mahjong on Tuesday's, might want to find another phone.If you enjoy leading tech and can go years with the same phone, this is a good purchase.",2019年6月3日 在美国审核,0
Seller is wonderful,"At first, I was upset as there was a giant sticker Stuck on my screen leaving a big sticky Spot.I did leave a Somewhat upset review with a picture.The seller contacted my within 5 minutes by phone call and explained that that had been just an accident and immediately offered me a partial refund and advice on how to clean the sticky film off without damagingscreen.He was a kind. gracious man who really cared about making me happy and satisfied with my purchase.The seller was wonderful and worked quickly to resolve my issue.The actual phone arrived with no scratches or dings and was unlocked as promised.other than the sticker issue which did eventually come off the phones condition was perfect.It also works perfectly and I love it !!!",2022年1月30日 在美国审核,2
I do not work for the seller,"First let's address the ""stolen phone"" issue. These phones are not stolen. Amazon would not help sell stolen property. Second. These phones are in fact unlocked. Some do come with bloat wear from a previous carrier. But most do not. What I read in the negative reviews is from people who simply don't know how to set up a Droid device, so they take it to a carrier store. Guess what happens then, the carrier store realizes there's very little money to be made so they tell the customer they can't use the Amazon device. And try to sell them a new carrier branded phone. My device is basically brand new. No carrier bloatwear. No scratches dings or dents. And it works flawlessly. After about 20 updates. Which also tells me its never been assigned a carrier. And even in 2022 the Note 9 is still a great phone. And I couldn't be happier with the purchase. The shipping speed , quality of the device. Its all 9.9/10. This is a great phone. Don't miss out",2022年2月25日 在美国审核,2
Flawless,"I made this purchase for Mom.The phone arrived in flawless condition, the connection was easy to activate.The phone is super fast my only concern is that it keeps asking for a software update.Mom received her first call and she couldn't hear the caller, for a second I thought it would be a return.I called Amazon and they were helpful as always, but then it dawned on me, OMG she forgot to take the plastic off LOL The phone is absolutely a great buy.Your product deserves a 10 Star for the price.Yes, all the features work perfectly and it arrived nicely packaged with a new original Samsung charger.Thank you",2021年12月1日 在美国审核,2
